q,lat,lng,region_res5,region_res4
sams,37.804134,-81.179431,852a9d13fffffff,842a9d1ffffffff
sams,35.609693,-97.54368,8526c19bfffffff,8426c19ffffffff
sams,33.713704,-117.955591,8529a0b7fffffff,8429a0bffffffff
sams,27.26204,-80.401401,8544a8c3fffffff,8444a8dffffffff
sams,39.658631,-74.955978,852a1363fffffff,842a137ffffffff
sams,39.84429,-75.091659,852a134ffffffff,842a135ffffffff
sams,40.165607,-74.900423,852a1353fffffff,842a135ffffffff
sams,40.007032,-74.976821,852a1343fffffff,842a135ffffffff
sams,33.648948,-112.234405,8529b6d7fffffff,8429b6dffffffff
sams,33.303157,-111.741085,8548eba3fffffff,8448ebbffffffff
sams,33.63588,-112.415386,8529b68bfffffff,8429b69ffffffff
sams,35.190144,-111.629173,8529b25bfffffff,8429b25ffffffff
sams,36.585968,-79.430099,852a8b9bfffffff,842a887ffffffff
sams,40.876921,-79.953825,852a84cbfffffff,842a84dffffffff
sams,40.565825,-79.804181,852a840bfffffff,842a841ffffffff
sams,40.453434,-78.407202,852aa377fffffff,842aa37ffffffff
sams,40.449564,-80.177938,852a847bfffffff,842a845ffffffff
sams,40.343969,-79.948943,852a8473fffffff,842a847ffffffff
sams,39.275675,-80.279505,852a802bfffffff,842a803ffffffff
sams,35.750401,-78.645846,852ad69bfffffff,842ad69ffffffff
sams,38.644444,-121.117855,8528328ffffffff,8428321ffffffff
sams,40.728658,-111.882527,852696abfffffff,842696bffffffff
sams,29.660943,-98.449495,85489c0ffffffff,84489c1ffffffff
sams,31.986547,-81.080925,8544d5c3fffffff,8444d5dffffffff
sams,38.665996,-90.59689,8526462bfffffff,8426463ffffffff
sams,38.620365,-90.331145,85264627fffffff,8426463ffffffff
sams,37.29911,-89.585976,852643bbfffffff,842643bffffffff
sams,37.740439,-88.969081,852641cffffffff,842641dffffffff
sams,39.772067,-89.708399,852644c3fffffff,842644dffffffff
sams,42.098568,-76.007607,852aa5d7fffffff,842aa5dffffffff
sams,43.976352,-75.962655,852b8a9bfffffff,842b8a9ffffffff
sams,30.18799,-85.688219,8544e543fffffff,8444e55ffffffff
sams,28.188052,-82.357377,85441a03fffffff,84441a1ffffffff
sams,27.788523,-82.679389,85441a83fffffff,84441a9ffffffff
sams,28.096338,-82.500074,85441a13fffffff,84441a1ffffffff
sams,27.935298,-82.316564,85441ac7fffffff,84441adffffffff
sams,27.958755,-82.731538,85441a87fffffff,84441a9ffffffff
sams,34.22435,-119.161169,8529124ffffffff,8429125ffffffff
sams,39.192796,-75.553411,852aad53fffffff,842aad5ffffffff
sams,32.93354,-97.256242,8526c86bfffffff,8426cabffffffff
sams,39.826485,-76.988479,852aaebbfffffff,842aaebffffffff
sams,38.32208,-81.711905,852a9caffffffff,842a9cbffffffff
sams,30.059399,-94.13452,85446eabfffffff,84446ebffffffff
sams,34.414827,-118.503607,8529a113fffffff,8429a11ffffffff
sams,37.981843,-100.834951,8526f02bfffffff,8426f07ffffffff
sams,36.351873,-94.171385,8526ed57fffffff,8426ed5ffffffff
sams,35.077283,-106.529402,8548d883fffffff,8448d89ffffffff
sams,35.349707,-82.442251,8544dd67fffffff,8444dd7ffffffff
sams,36.355243,-82.400753,8544d92ffffffff,8444d93ffffffff
sams,34.072909,-83.980739,8544c167fffffff,8444c17ffffffff
sams,33.400512,-84.624543,8544ea4bfffffff,8444ea5ffffffff
sams,33.842028,-84.311431,8544c133fffffff,8444c13ffffffff
sams,35.061526,-92.416992,85265a27fffffff,84265a3ffffffff
sams,28.394085,-81.244401,8544a91bfffffff,8444a91ffffffff
sams,41.717944,-88.289501,85266697fffffff,8426669ffffffff
sams,35.210366,-106.657348,8548d887fffffff,8448d89ffffffff
sams,34.043388,-84.315056,8544c123fffffff,8444c13ffffffff
sams,30.472862,-97.794982,85489e27fffffff,84489e3ffffffff
sams,30.378169,-91.063849,854440cbfffffff,844440dffffffff
sams,42.005863,-88.339929,8527592bfffffff,8427593ffffffff
sams,42.021664,-87.923341,85275937fffffff,8427593ffffffff
sams,41.946776,-88.035581,85275923fffffff,8427593ffffffff
sams,41.420338,-81.75748,852ab38ffffffff,842ab39ffffffff
sams,38.951462,-92.296606,852655cffffffff,842655dffffffff
sams,40.781618,-82.588219,852a95d3fffffff,842a95dffffffff
sams,39.08323,-108.582817,85269c1bfffffff,84269c1ffffffff
sams,41.598489,-93.714078,85260d83fffffff,84260d9ffffffff
sams,44.27205,-88.458998,85275cb3fffffff,84275cbffffffff
sams,21.396602,-157.97719,8546482ffffffff,8446483ffffffff
sams,29.788192,-95.554996,85446caffffffff,84446cbffffffff
sams,29.61587,-95.220455,85446c17fffffff,84446c1ffffffff
sams,39.617385,-86.080422,852661a7fffffff,842661bffffffff
sams,34.065409,-117.262613,8529a00ffffffff,8429a01ffffffff
sams,30.284159,-81.539939,8544f047fffffff,8444f05ffffffff
sams,39.13149,-94.823527,85265647fffffff,8426565ffffffff
sams,37.939235,-84.55168,85266d37fffffff,84266d3ffffffff
sams,38.037179,-84.450492,85266daffffffff,84266dbffffffff
sams,32.364959,-86.215861,8544eeb7fffffff,8444eebffffffff
sams,30.438552,-89.100379,8544550bfffffff,8444551ffffffff
sams,41.071088,-111.984556,85269683fffffff,8426969ffffffff
sams,28.791165,-81.34083,8544a92bfffffff,8444a93ffffffff
sams,27.267419,-80.283926,8544a8dbfffffff,8444a8dffffffff
sams,40.092916,-74.958763,852a1343fffffff,842a135ffffffff
sams,39.392862,-74.544861,852a132ffffffff,842aad9ffffffff
sams,38.567274,-90.39631,85264627fffffff,8426463ffffffff
sams,38.76504,-90.283719,85264637fffffff,8426463ffffffff
sams,27.789468,-82.336205,85441ad7fffffff,84441adffffffff
sams,41.226149,-80.745528,852ab173fffffff,842ab17ffffffff
sams,31.244387,-81.488199,8544f31bfffffff,8444f31ffffffff
sams,39.309885,-81.551041,852a8207fffffff,842a821ffffffff
sams,32.816655,-96.769383,8526cb93fffffff,8426cb9ffffffff
sams,25.992055,-80.250173,8544a107fffffff,8444a11ffffffff
sams,44.920046,-89.654985,852751a3fffffff,842751bffffffff
sams,35.462942,-80.590328,8544daaffffffff,8444dabffffffff
sams,36.633107,-82.125358,852a9973fffffff,842a997ffffffff
sams,35.190123,-101.81547,8526d153fffffff,8426d15ffffffff
sams,33.460363,-84.212014,8544c18ffffffff,8444c19ffffffff
sams,33.840318,-84.202373,8544c107fffffff,8444c13ffffffff
sams,34.272389,-85.230781,8544cc8ffffffff,8444cc9ffffffff
sams,33.563632,-81.782223,8544c26ffffffff,8444c27ffffffff
sams,38.989043,-76.55246,852aa803fffffff,842aa81ffffffff
sams,38.415704,-75.568633,852aa98bfffffff,842aa99ffffffff
sams,30.451661,-90.965108,854440cbfffffff,8444463ffffffff
sams,30.198838,-93.251578,854445b3fffffff,84446e5ffffffff
sams,33.609721,-85.776498,8544ebdbfffffff,8444eabffffffff
sams,33.447957,-86.819601,8544e837fffffff,8444e83ffffffff
sams,43.095638,-78.97547,852b9b33fffffff,842b9b3ffffffff
sams,42.454399,-92.352375,8526290ffffffff,8426291ffffffff
sams,42.031797,-91.679725,85267453fffffff,8426745ffffffff
sams,33.713264,-78.896947,852ad30bfffffff,842ad35ffffffff
sams,34.938524,-80.958374,8544d853fffffff,8444d85ffffffff
sams,35.703517,-81.289794,8544db83fffffff,8444db9ffffffff
sams,35.135693,-80.710826,8544dab3fffffff,8444dabffffffff
sams,40.52298,-88.947616,8526628ffffffff,8426629ffffffff
sams,41.842986,-87.741232,852664cbfffffff,842664dffffffff
sams,42.030762,-87.706345,852664dbfffffff,842664dffffffff
sams,41.598083,-87.796911,85266443fffffff,8426645ffffffff
sams,41.366084,-81.512389,852ab3bbfffffff,842ab3bffffffff
sams,38.93369,-104.791207,85268c63fffffff,84268c7ffffffff
sams,34.191128,-79.822784,852ad26bfffffff,842ad27ffffffff
sams,39.987021,-83.153831,852a956bfffffff,842a957ffffffff
sams,39.938348,-82.78199,852a9567fffffff,842a957ffffffff
sams,32.608528,-85.430023,8544ee77fffffff,8444ee7ffffffff
sams,33.219005,-96.629651,8526c807fffffff,8426c81ffffffff
sams,32.673297,-97.040103,8526cbd7fffffff,8426cbdffffffff
sams,32.326758,-95.343747,8526c937fffffff,8426c93ffffffff
sams,38.647817,-76.89096,852aa863fffffff,842aa87ffffffff
sams,39.631981,-77.765627,852aae7bfffffff,842aae7ffffffff
sams,41.163461,-104.793423,8526ae7bfffffff,8426ae7ffffffff
sams,42.216183,-83.214945,852ab257fffffff,842ab25ffffffff
sams,42.444915,-83.263758,852ab2cbfffffff,842ab2dffffffff
sams,42.490957,-83.53297,85274d27fffffff,84274d3ffffffff
sams,32.347471,-106.766852,8548c623fffffff,8448c63ffffffff
sams,27.007791,-82.154503,85441e5bfffffff,84441e5ffffffff
sams,32.932544,-97.098096,8526c86bfffffff,8426c87ffffffff
sams,33.950371,-84.136594,8544c13bfffffff,8444c13ffffffff
sams,30.183883,-92.077162,85444427fffffff,8444443ffffffff
sams,33.373563,-86.808695,8544e837fffffff,8444e83ffffffff
sams,43.22638,-71.475216,852a3623fffffff,842a363ffffffff
sams,40.240814,-74.292648,852a138bfffffff,842a139ffffffff
sams,35.261156,-81.117337,8544d873fffffff,8444d87ffffffff
sams,42.231939,-87.939182,852759abfffffff,842759bffffffff
sams,41.472942,-87.298281,85266407fffffff,8426641ffffffff
sams,41.516084,-88.127986,8526644bfffffff,8426645ffffffff
sams,34.071646,-81.150483,8544dc4bfffffff,8444dc5ffffffff
sams,33.232882,-97.170218,8526c847fffffff,8426c85ffffffff
sams,33.673991,-96.607465,8526c88bfffffff,8426c89ffffffff
sams,32.645479,-96.866585,8526cb9bfffffff,8426cb9ffffffff
sams,33.001739,-96.770396,8526c877fffffff,8426c87ffffffff
sams,39.772417,-84.05812,852a902bfffffff,842a907ffffffff
sams,39.101091,-76.79972,852aa857fffffff,842aa85ffffffff
sams,40.383294,-104.715789,8526aa57fffffff,8426aa1ffffffff
sams,42.002293,-93.614199,85262b3bfffffff,84262b3ffffffff
sams,42.52106,-83.104152,852ab2c3fffffff,842ab2dffffffff
sams,42.529386,-82.912681,852ab2d7fffffff,842ab2dffffffff
sams,26.652497,-81.979805,8544133bfffffff,8444133ffffffff
sams,34.829107,-82.541689,8544dd1bfffffff,8444dd1ffffffff
sams,36.84072,-76.088631,852af637fffffff,842af63ffffffff
sams,39.975983,-76.673058,852aac4bfffffff,842aac5ffffffff
sams,41.652236,-72.732472,852a14abfffffff,842a14bffffffff
sams,29.61256,-95.642916,85446ca3fffffff,84446cbffffffff
sams,29.999832,-95.422124,85446c23fffffff,84446c3ffffffff
sams,33.799649,-116.384855,8529a623fffffff,8429a63ffffffff
sams,30.428782,-81.650071,8544f073fffffff,8444f07ffffffff
sams,36.032341,-83.871787,8544ca37fffffff,8444ca3ffffffff
sams,27.998062,-81.922044,85441a5bfffffff,84441a5ffffffff
sams,42.763576,-84.520456,85274d7bfffffff,84274d7ffffffff
sams,40.82482,-72.991845,852a154ffffffff,842a10bffffffff
sams,42.607777,-87.884037,85275987fffffff,8427599ffffffff
sams,44.844988,-93.152895,85262cd7fffffff,84262cdffffffff
sams,46.791799,-100.747308,85263683fffffff,8426369ffffffff
sams,44.075952,-92.512969,85262ddbfffffff,84262ddffffffff
sams,30.658723,-87.856061,85445057fffffff,8444505ffffffff
sams,31.244368,-85.42693,8544e143fffffff,8444e15ffffffff
sams,36.941337,-86.415691,85266b07fffffff,84266b1ffffffff
sams,35.942588,-86.817942,85264d03fffffff,84264d1ffffffff
sams,36.603425,-87.278645,85264caffffffff,84264cbffffffff
sams,36.329308,-86.597654,85264d83fffffff,84264d9ffffffff
sams,41.461418,-74.372368,852a1633fffffff,842a163ffffffff
sams,40.791662,-74.043622,852a100bfffffff,842a101ffffffff
sams,35.216313,-97.492949,8526c117fffffff,8426c11ffffffff
sams,41.22593,-95.843911,852608cbfffffff,842608dffffffff
sams,36.187122,-80.271649,852a8b4bfffffff,842a8b5ffffffff
sams,40.534119,-80.06798,852a8447fffffff,842a845ffffffff
sams,36.06258,-94.157426,8526ed7bfffffff,8426ed7ffffffff
sams,35.961249,-77.824355,852ad4dbfffffff,842a89bffffffff
sams,35.383648,-77.936875,852ad447fffffff,842ad45ffffffff
sams,35.846546,-78.585475,852a8967fffffff,842a897ffffffff
sams,29.348018,-98.430829,85489cc7fffffff,84489c1ffffffff
sams,29.355751,-98.548481,85489c13fffffff,84489c1ffffffff
sams,32.563733,-93.706468,85444c23fffffff,84444c3ffffffff
sams,32.543695,-94.728707,85444d93fffffff,84444d9ffffffff
sams,43.518902,-96.773408,852600b3fffffff,842600bffffffff
sams,37.051002,-94.474968,8526ecabfffffff,8426ecbffffffff
sams,38.814714,-90.881824,85264677fffffff,8426467ffffffff
sams,38.784636,-90.526692,85264623fffffff,8426463ffffffff
sams,30.431953,-84.224141,8544e297fffffff,8444e29ffffffff
sams,27.341369,-82.453737,85441e73fffffff,84441e7ffffffff
sams,41.06569,-73.8156,852a10c7fffffff,842a10dffffffff
sams,37.739647,-97.459798,8526e3c7fffffff,8426e3dffffffff
sams,37.747475,-97.246647,8526e38bfffffff,8426e39ffffffff
sams,38.785965,-97.608676,8526e0cbfffffff,8426e0dffffffff
sams,39.144456,-86.57508,85266e97fffffff,84266c5ffffffff
sams,41.559378,-90.524838,852675dbfffffff,842675dffffffff
sams,33.938004,-83.486623,8544c3b7fffffff,8444c3bffffffff
sams,41.133858,-81.634082,852ab3abfffffff,842ab3bffffffff
sams,33.447758,-104.526686,8548d027fffffff,8448d03ffffffff
sams,36.766759,-108.1539,85269babfffffff,84269bbffffffff
sams,35.640394,-106.007545,8548d873fffffff,8448d81ffffffff
sams,40.716018,-75.286774,852a120ffffffff,842a121ffffffff
sams,41.233867,-75.864206,852aa527fffffff,842aa53ffffffff
sams,34.229971,-83.873807,8544ce9bfffffff,8444ce9ffffffff
sams,39.14882,-76.650367,852aa81bfffffff,842aa8dffffffff
sams,31.271259,-92.455512,8544418bfffffff,8444419ffffffff
sams,45.753364,-108.526417,852798dbfffffff,842798dffffffff
sams,47.517434,-111.321283,8527905bfffffff,8427905ffffffff
sams,42.915317,-78.750458,852aa6cbfffffff,842aa6dffffffff
sams,42.517743,-90.738256,85275a2bfffffff,84275a3ffffffff
sams,40.772224,-89.655932,85267537fffffff,8426753ffffffff
sams,38.317712,-104.613452,85268813fffffff,8426881ffffffff
sams,38.777438,-104.78419,85268c6ffffffff,84268c7ffffffff
sams,42.386754,-87.966561,852759bbfffffff,842759bffffffff
sams,39.186987,-84.605795,852a930bfffffff,842a931ffffffff
sams,39.164025,-84.425291,852a9303fffffff,842a931ffffffff
sams,39.016081,-84.639143,852a9373fffffff,842a937ffffffff
sams,41.717343,-81.292904,852ab02ffffffff,842ab03ffffffff
sams,41.422023,-82.081358,852ab31bfffffff,842ab31ffffffff
sams,34.018359,-80.951002,8544de83fffffff,8444de9ffffffff
sams,40.086527,-83.088098,852a957bfffffff,842a957ffffffff
sams,32.54087,-84.948503,8544c5b7fffffff,8444c5bffffffff
sams,27.712318,-97.384508,85489557fffffff,8448955ffffffff
sams,32.961025,-96.644225,8526c82bfffffff,8426c83ffffffff
sams,32.862909,-96.754361,8526c867fffffff,8426c87ffffffff
sams,32.79383,-96.687011,8526cb93fffffff,8426cb9ffffffff
sams,39.847771,-84.195464,852a9063fffffff,842a907ffffffff
sams,39.385257,-77.411155,852aae2bfffffff,842aae3ffffffff
sams,39.129342,-77.187104,852aa85bfffffff,842aa85ffffffff
sams,39.603626,-104.704791,85268cc7fffffff,84268cdffffffff
sams,39.707448,-104.987613,85268cdbfffffff,84268cdffffffff
sams,40.52101,-105.063912,8526aa53fffffff,8426aa5ffffffff
sams,39.630659,-105.089251,85268ccbfffffff,84268cdffffffff
sams,42.886956,-83.599132,85274dabfffffff,84274dbffffffff
sams,31.776802,-106.387667,8548c6c7fffffff,8448c6dffffffff
sams,37.715353,-87.128433,85266aabfffffff,84266abffffffff
sams,26.585234,-81.875014,8544130ffffffff,8444131ffffffff
sams,41.141433,-85.161112,852a96cffffffff,842a96dffffffff
sams,32.554782,-97.315988,8526cbcbfffffff,8426cbdffffffff
sams,32.841711,-97.248517,8526cbd3fffffff,8426cbdffffffff
sams,32.75513,-97.431443,8526cbdbfffffff,8426cbdffffffff
sams,40.248522,-77.025454,852aae9bfffffff,842aae9ffffffff
sams,41.239746,-76.820417,852aa1d3fffffff,842aa1dffffffff
sams,40.261336,-76.768986,852aa12ffffffff,842aa13ffffffff
sams,29.724201,-95.470644,85446cabfffffff,84446cbffffffff
sams,29.403827,-95.039431,85446cc7fffffff,84446cdffffffff
sams,34.735996,-86.658656,852649affffffff,842649bffffffff
sams,39.762226,-86.262987,852661a3fffffff,842661bffffffff
sams,33.935256,-117.288746,8529a003fffffff,8429a01ffffffff
sams,31.318465,-89.381001,854451bbfffffff,844451bffffffff
sams,30.198161,-81.746553,8544f01bfffffff,8444f01ffffffff
sams,42.214671,-85.586334,85274b9bfffffff,84274b9ffffffff
sams,39.811584,-94.813246,85260ba7fffffff,84260bbffffffff
sams,39.186619,-94.579752,8526560bfffffff,8426561ffffffff
sams,34.093607,-118.028731,8529a1dbfffffff,8429a1dffffffff
sams,33.949904,-118.162359,8529a56ffffffff,8429a57ffffffff
sams,43.570778,-84.760116,85274c07fffffff,84274c3ffffffff
sams,43.489899,-83.971844,85274dd3fffffff,84274ddffffffff
sams,36.096388,-115.102731,852986bbfffffff,842986bffffffff
sams,40.859787,-96.677405,85260a13fffffff,84260a1ffffffff
sams,34.805494,-92.20706,85265b43fffffff,84265b5ffffffff
sams,38.155546,-85.698685,852668b3fffffff,842668bffffffff
sams,32.815238,-83.711743,8544c0b3fffffff,8444c0bffffffff
sams,43.037246,-88.184855,85275d63fffffff,84275d7ffffffff
sams,42.923839,-87.949793,85275d2bfffffff,84275d3ffffffff
sams,46.809597,-92.179121,85275683fffffff,8427569ffffffff
sams,30.679052,-88.12283,85445003fffffff,8444501ffffffff
sams,30.442694,-90.134978,8544466bfffffff,8444467ffffffff
sams,41.1732,-112.000986,85269683fffffff,8426969ffffffff
sams,35.436554,-97.415224,8526c18ffffffff,8426c19ffffffff
sams,35.4578,-97.613583,8526c18bfffffff,8426c19ffffffff
sams,33.865706,-117.884048,8529a0b7fffffff,8429a0bffffffff
sams,28.32694,-81.467857,8544a913fffffff,8444a91ffffffff
sams,27.636285,-80.444908,8544a81bfffffff,8444a81ffffffff
sams,33.314632,-111.969441,8548ebb7fffffff,8448ebbffffffff
sams,40.308884,-79.591569,852a843bfffffff,842a843ffffffff
sams,40.075836,-80.873409,852a8623fffffff,842a863ffffffff
sams,44.829467,-68.737875,852b1a83fffffff,842b1a9ffffffff
sams,39.481203,-119.797033,85298903fffffff,8429891ffffffff
sams,26.186693,-97.679684,8548b3c7fffffff,8448b3dffffffff
sams,27.543423,-99.507218,854880dbfffffff,844880dffffffff
sams,37.239548,-81.248207,852a9d2ffffffff,842a9d3ffffffff
sams,43.479558,-112.020313,8528949bfffffff,8428949ffffffff
sams,40.630262,-111.887398,85269607fffffff,8426963ffffffff
sams,31.426221,-100.513427,85488a67fffffff,84488a7ffffffff
sams,29.566678,-98.596184,85489c03fffffff,84489c1ffffffff
sams,29.489938,-98.589207,85489c03fffffff,84489c1ffffffff
sams,32.739527,-117.055876,8529a41bfffffff,8429a41ffffffff
sams,32.49292,-92.051302,85444e1bfffffff,84444e1ffffffff
sams,38.780718,-89.954711,852640d3fffffff,842640dffffffff
sams,27.840574,-82.735151,85441a83fffffff,84441a9ffffffff
sams,27.445927,-82.528312,85441e63fffffff,84441e7ffffffff
sams,41.400371,-82.666554,852ab35bfffffff,842ab35ffffffff
sams,32.291916,-110.971294,8548e857fffffff,8448e85ffffffff
sams,36.062458,-95.872182,8526ea97fffffff,8426e85ffffffff
sams,41.52906,-73.899915,852a16a7fffffff,842a16bffffffff
sams,37.675604,-97.4155,8526e3c7fffffff,8426e3dffffffff
sams,41.033981,-80.63312,852ab12bfffffff,842ab17ffffffff
sams,39.421541,-104.878911,85268ccffffffff,84268cdffffffff
sams,39.924647,-86.040511,852a924ffffffff,842a925ffffffff
sams,43.163672,-88.064037,85275d0ffffffff,84275d7ffffffff
sams,36.051196,-95.920478,8526ea97fffffff,8426ea9ffffffff
sams,41.970693,-73.983171,852a1697fffffff,842a169ffffffff
sams,40.638346,-75.443737,852a120ffffffff,842a127ffffffff
sams,35.184099,-101.934433,8526d153fffffff,8426d15ffffffff
sams,33.555606,-84.349216,8544c1bbfffffff,8444c1bffffffff
sams,40.516964,-74.371795,852a106bfffffff,842a107ffffffff
sams,35.314621,-80.754493,8544dab7fffffff,8444dabffffffff
sams,40.138852,-88.264311,852663d3fffffff,8426607ffffffff
sams,39.092276,-84.266409,852a9307fffffff,842a931ffffffff
sams,39.288479,-84.456869,852a931bfffffff,842a931ffffffff
sams,38.577718,-92.222305,85265573fffffff,8426557ffffffff
sams,34.122461,-80.879387,8544de8ffffffff,8444de9ffffffff
sams,33.095264,-96.799927,8526c877fffffff,8426c87ffffffff
sams,33.048129,-97.012544,8526c863fffffff,8426c87ffffffff
sams,39.766182,-104.897538,85268cd3fffffff,84268cdffffffff
sams,39.788492,-105.077902,85268cdbfffffff,84268cdffffffff
sams,39.700398,-104.82566,85268cc3fffffff,84268cdffffffff
sams,39.562312,-104.901433,85268ccffffffff,84268cdffffffff
sams,31.842582,-106.575256,8548c613fffffff,8448c61ffffffff
sams,42.051933,-80.090674,852ab577fffffff,842ab57ffffffff
sams,32.764168,-97.171495,8526cbd3fffffff,8426cbdffffffff
sams,36.848697,-119.794149,8529ab83fffffff,8429ab9ffffffff
sams,21.294915,-157.842945,85464b97fffffff,84464b9ffffffff
sams,29.963253,-95.547689,85446c37fffffff,84446c3ffffffff
sams,32.269108,-90.148307,85445c07fffffff,84445c1ffffffff
sams,32.369342,-88.66827,85445e1bfffffff,84445e1ffffffff
sams,38.886387,-94.683122,85265663fffffff,8426567ffffffff
sams,39.240091,-94.463096,85265603fffffff,8426561ffffffff
sams,35.927187,-84.060323,8544caa7fffffff,8444cabffffffff
sams,33.826349,-118.083234,8529a56bfffffff,8429a57ffffffff
sams,36.065043,-115.2462,852986bbfffffff,842986bffffffff
sams,36.273376,-115.27114,852986abfffffff,842986bffffffff
sams,36.123836,-115.248522,852986bbfffffff,842986bffffffff
sams,40.737469,-96.600892,85260a13fffffff,84260a1ffffffff
sams,34.746618,-92.410515,85265b4bfffffff,84265b5ffffffff
sams,35.04861,-89.813466,852659a7fffffff,842659bffffffff
sams,35.20747,-89.780589,852659b7fffffff,842659bffffffff
sams,25.784761,-80.334781,8544a1bbfffffff,8444a19ffffffff
sams,45.115973,-93.267691,8527527bfffffff,8427527ffffffff
sams,44.781342,-93.41751,85262cc3fffffff,84262cdffffffff
sams,28.934192,-81.931727,8544f4c3fffffff,8444f4dffffffff
sams,35.559879,-97.650231,8526c18bfffffff,8426c19ffffffff
sams,34.6172,-98.424119,8526c3affffffff,8426c3bffffffff
sams,28.57,-81.284292,8544a90ffffffff,8444a91ffffffff
sams,28.549822,-81.488965,8544a907fffffff,8444a91ffffffff
sams,30.439418,-86.641348,854452dbfffffff,844452dffffffff
sams,33.467011,-112.239515,8548e96ffffffff,8448e97ffffffff
sams,40.184795,-80.217598,852a846bfffffff,842a847ffffffff
sams,37.504748,-77.625988,852a8dd7fffffff,842a8ddffffffff
sams,37.250483,-77.388848,852a8d8ffffffff,842a8d9ffffffff
sams,26.2722,-98.221707,8548b387fffffff,8448b39ffffffff
sams,42.267183,-88.976248,8527594ffffffff,8427595ffffffff
sams,38.680653,-121.295938,852832bbfffffff,842832bffffffff
sams,39.13894,-121.645263,85283227fffffff,8428323ffffffff
sams,38.786436,-121.287783,852832abfffffff,842832bffffffff
sams,38.458273,-121.407522,85283287fffffff,8428329ffffffff
sams,40.626106,-111.970135,85269607fffffff,8426961ffffffff
sams,32.437699,-93.715876,85444c33fffffff,84444c3ffffffff
sams,37.133269,-93.302663,85265333fffffff,8426533ffffffff
sams,42.15204,-76.882156,852aa42bfffffff,842aa43ffffffff
sams,35.348951,-94.348121,8526e957fffffff,8426e95ffffffff
sams,41.453889,-75.646588,852aa5affffffff,842aa5bffffffff
sams,34.089297,-84.520809,8544cccbfffffff,8444ccdffffffff
sams,30.39189,-97.742062,85489e27fffffff,84489e3ffffffff
sams,30.156232,-97.793038,85489eaffffffff,84489ebffffffff
sams,41.722991,-87.685142,852664cffffffff,8426645ffffffff
sams,41.778287,-87.86359,85266453fffffff,8426645ffffffff
sams,32.861942,-96.860314,8526c867fffffff,8426c87ffffffff
sams,39.87168,-104.983667,852681a7fffffff,842681bffffffff
sams,31.880793,-106.439426,8548c613fffffff,8448c61ffffffff
sams,26.243974,-80.255987,8544a123fffffff,8444a13ffffffff
sams,30.008408,-95.27937,85446c23fffffff,84446c3ffffffff
sams,34.073581,-117.560291,8529a033fffffff,8429a03ffffffff
sams,44.942764,-92.907252,85275267fffffff,8427527ffffffff
sams,41.163086,-96.020534,85260e27fffffff,84260e3ffffffff
sams,28.422147,-81.406113,8544a903fffffff,8444a91ffffffff
sams,36.066608,-80.312688,8544db4ffffffff,8444db5ffffffff
sams,37.640319,-77.553183,852aab6ffffffff,842aab7ffffffff
sams,38.099151,-78.466179,852a8c13fffffff,842a8c1ffffffff
sams,28.87993,-96.99352,85489143fffffff,8448915ffffffff
sams,44.101257,-103.194992,85261653fffffff,8426165ffffffff
sams,33.430565,-111.899583,8548eba7fffffff,8448ebbffffffff
sams,44.860345,-93.281137,85262cd3fffffff,84262cdffffffff
