query,region_res5,region_res4,label,total_orders,source,share_near,share_far,dist_segment
christmas events,8529b6dbfffffff,8429b6dffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
couple massage,85275937fffffff,8427593ffffffff,0,50,REAL,1,0,LOCAL
christmas tree,85268cdbfffffff,84268cdffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
nails,8526c877fffffff,8426c87ffffffff,0,50,REAL,1,0,LOCAL
laser tag,852ab2c3fffffff,842ab2dffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
spider vein removal,8529a18bfffffff,8429a19ffffffff,0,50,REAL,1,0,LOCAL
coolant flush,852a137bfffffff,842a137ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
co2 laser resurfacing,8544a107fffffff,8444a11ffffffff,0,50,REAL,1,0,LOCAL
lymphatic,852830c7fffffff,842830dffffffff,0,50,REAL,1,0,LOCAL
microneedling,85264d03fffffff,84264d1ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
brazilian wax,852ab2cbfffffff,842ab2dffffffff,0,50,REAL,1,0,LOCAL
jump,8529a0bbfffffff,8429a0bffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
haircut,852ab2d3fffffff,842ab2dffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
dental cleaning,852a1057fffffff,842a105ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
putt shack,85262cd3fffffff,84262cdffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
couples massage,852aaaa3fffffff,842aaabffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
boat dinner,852a1073fffffff,842a107ffffffff,0,50,REAL,1,0,LOCAL
trampoline park,85446c37fffffff,84446c3ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
aquirium,8529a563fffffff,8429a57ffffffff,0,50,REAL,1,0,LOCAL
shooting range,8544a1bbfffffff,8444a1bffffffff,0,50,REAL,1,0,LOCAL
lashes,852a101bfffffff,842a101ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
massage,85489c07fffffff,84489c1ffffffff,0,50,REAL,1,0,LOCAL
mini golf,852b9933fffffff,842b993ffffffff,0,50,REAL,1,0,LOCAL
paul mitchell,85298687fffffff,8429869ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
nishimula,8529a0a7fffffff,8429a0bffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
microblading,852a306ffffffff,842a307ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
restaurants,852a1003fffffff,842a101ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
axe throwing,8544a98ffffffff,8444a99ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
teeth whitening,8544a93bfffffff,8444a93ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
sev laser roseville,85283217fffffff,8428321ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
lymphatic massage,85275927fffffff,8427593ffffffff,0,50,REAL,1,0,LOCAL
renew medical center,8529a0a7fffffff,8429a0bffffffff,0,50,REAL,1,0,LOCAL
spa,852ab313fffffff,842ab31ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
spa,85446caffffffff,84446cbffffffff,0,50,REAL,1,0,LOCAL
facials,8548e96ffffffff,8448e97ffffffff,0,50,REAL,1,0,LOCAL
botox,8544a133fffffff,8444a13ffffffff,0,50,REAL,1,0,LOCAL
haircut,852a14abfffffff,842a14bffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
foot massage,852a16affffffff,842a16bffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
teeth cleaning,8526cbd3fffffff,8426cbdffffffff,0,50,REAL,1,0,LOCAL
island queen,8544a113fffffff,8444a11ffffffff,0,50,REAL,1,0,LOCAL
putt putt golf,852a957bfffffff,842a957ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
pedicure,8544a133fffffff,8444a13ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
deep tissue massage,852a14abfffffff,842a14bffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
paddle board,8529a57bfffffff,8429a57ffffffff,0,50,REAL,1,0,LOCAL
massage,852aaaabfffffff,842aaabffffffff,0,50,REAL,1,0,LOCAL
facials,852a10abfffffff,842a10bffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
atlanta ferris wheel,8544c1abfffffff,8444c1bffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
laser hair removal,8544a917fffffff,8444a91ffffffff,0,50,REAL,1,0,LOCAL
cryotherapy,852a10a3fffffff,842a10bffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
ipl facial,8529a18bfffffff,8429a19ffffffff,0,50,REAL,1,0,LOCAL
vitamin d,8544a12bfffffff,8444a13ffffffff,0,50,REAL,1,0,LOCAL
chemical peel,8527592ffffffff,8427593ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
lashes,85489e37fffffff,84489e3ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
nutcracker,8544a13bfffffff,8444a13ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
laser hair removal,852aa873fffffff,842aa87ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
golf,85266443fffffff,8426645ffffffff,0,50,REAL,1,0,LOCAL
facials,85268cdbfffffff,84268cdffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
spray tan,8529a40bfffffff,8429a41ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
axe throwing,85489c0bfffffff,84489c1ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
spa,852a1043fffffff,842a105ffffffff,0,50,REAL,1,0,LOCAL
jumping,85446c37fffffff,84446c3ffffffff,0,50,REAL,1,0,LOCAL
massage,852a3383fffffff,842a339ffffffff,0,50,REAL,1,0,LOCAL
laser hair removal,8544a8c3fffffff,8444a8dffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
lip flip,85446ca3fffffff,84446cbffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
house air,8526cbcbfffffff,8426cbdffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
car detail,8526c86ffffffff,8426c87ffffffff,0,50,REAL,1,0,LOCAL
iv therapy,8529a0b7fffffff,8429a0bffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
shooting,8544c13bfffffff,8444c13ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
head spa,8544d84bfffffff,8444d85ffffffff,0,50,REAL,1,0,LOCAL
hanover sports park,852aab67fffffff,842aab7ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
facial,85441a87fffffff,84441a9ffffffff,0,50,REAL,1,0,LOCAL
lasemd,8529b6dbfffffff,8429b6dffffffff,0,50,REAL,1,0,LOCAL
teeth whitening,8544daa3fffffff,8444dabffffffff,0,50,REAL,1,0,LOCAL
bounce family,852a1017fffffff,842a101ffffffff,0,50,REAL,1,0,LOCAL
prenatal massage,8529a0a7fffffff,8429a0bffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
colonic,8544a133fffffff,8444a13ffffffff,0,50,REAL,1,0,LOCAL
park tavern bowling,85262cd3fffffff,84262cdffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
facial,8548e96ffffffff,8448e97ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
nails,852a33c7fffffff,842a33dffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
laser tag,85441a8ffffffff,84441a9ffffffff,0,50,REAL,1,0,LOCAL
deep tissue massage,852b9bc3fffffff,842b9bdffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
spa,852a101bfffffff,842a101ffffffff,0,50,REAL,1,0,LOCAL
santa tram,85298617fffffff,8429861ffffffff,0,50,REAL,1,0,LOCAL
window tinting,8544f047fffffff,8444f05ffffffff,0,50,REAL,1,0,LOCAL
vitalite,8526c86bfffffff,8426c87ffffffff,0,50,REAL,1,0,LOCAL
facial,8529a00bfffffff,8429a01ffffffff,0,50,REAL,1,0,LOCAL
facial,852aac97fffffff,842aac9ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
bbl laser,8528308bfffffff,8428309ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
bikini wax,8528d54ffffffff,8428d55ffffffff,0,50,REAL,1,0,LOCAL
deep tissue massage,85489c13fffffff,84489c1ffffffff,0,50,REAL,1,0,LOCAL
inspection,8526c83bfffffff,8426c83ffffffff,0,50,REAL,1,0,LOCAL
lifespring,8544c133fffffff,8444c13ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
indoor playground,8529a017fffffff,8429a01ffffffff,0,50,REAL,1,0,LOCAL
nail salon,852a9313fffffff,842a931ffffffff,0,50,REAL,1,0,LOCAL
lip filler,85441a13fffffff,84441a1ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
trampoline park,8544f043fffffff,8444f05ffffffff,0,50,REAL,1,0,LOCAL
reflexology,852a339bfffffff,842a339ffffffff,0,50,REAL,1,0,LOCAL
couples massage,8544c137fffffff,8444c13ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
joint,8544a917fffffff,8444a91ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
lymphatic massage,85441a87fffffff,84441a9ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
valvoline oil change,8544a913fffffff,8444a91ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
massage,852a1097fffffff,842a109ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
zero latency,8526c86ffffffff,8426c87ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
the sugaring lounge,852830c7fffffff,842830dffffffff,0,50,REAL,1,0,LOCAL
colon hydrotherapy,8548eba7fffffff,8448ebbffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
reloaderz,852a1043fffffff,842a105ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
lip flip,8548eba3fffffff,8448ebbffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
deep tissue massage,85266443fffffff,8426645ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
eyelash extensions,852a1033fffffff,842a103ffffffff,0,50,REAL,1,0,LOCAL
lash lift,8529a54ffffffff,8429a55ffffffff,0,50,REAL,1,0,LOCAL
facial,8527526ffffffff,8427527ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
hibachi,852aaab7fffffff,842aaabffffffff,0,50,REAL,1,0,LOCAL
laser hair removal,8526c83bfffffff,8426c83ffffffff,0,50,REAL,1,0,LOCAL
klaw,8529a0b7fffffff,8429a0bffffffff,0,50,REAL,1,0,LOCAL
ice skating,8529a563fffffff,8429a57ffffffff,0,50,REAL,1,0,LOCAL
renaissance,85265647fffffff,8426565ffffffff,0,50,REAL,1,0,LOCAL
head spa,85441a13fffffff,84441a1ffffffff,0,50,REAL,1,0,LOCAL
kids activities,8548ebb7fffffff,8448ebbffffffff,0,50,REAL,1,0,LOCAL
evive,852a107bfffffff,842a107ffffffff,0,50,REAL,1,0,LOCAL
highlights,852a1057fffffff,842a105ffffffff,0,50,REAL,1,0,LOCAL
facial massage,8529a40bfffffff,8429a41ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
hair,8548e967fffffff,8448e97ffffffff,0,50,REAL,1,0,LOCAL
escape room,852a93c7fffffff,842a93dffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
escape room,852a930ffffffff,842a931ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
shooting range,8548ebbbfffffff,8448ebbffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
concerts,8544e827fffffff,8444e83ffffffff,0,50,REAL,1,0,LOCAL
auto plus,85275927fffffff,8427593ffffffff,0,50,REAL,1,0,LOCAL
horse,8526c873fffffff,8426c87ffffffff,0,50,REAL,1,0,LOCAL
nails,8544c123fffffff,8444c13ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
pickle haus,8527593bfffffff,8427593ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
highlights,852aa87bfffffff,842aa87ffffffff,0,50,REAL,1,0,LOCAL
paintball,8528f013fffffff,8428f01ffffffff,0,50,REAL,1,0,LOCAL
lymphatic massage,85268cdbfffffff,84268cdffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
window tinting,852aa8c3fffffff,842aa8dffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
spa kastle,85266453fffffff,8426645ffffffff,0,50,REAL,1,0,LOCAL
head spa,8528d55bfffffff,8428d55ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
luxury hair spa,8529a54ffffffff,8429a55ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
claire skin,8529a563fffffff,8429a57ffffffff,0,50,REAL,1,0,LOCAL
concealed carry,85266453fffffff,8426645ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
archery,852a9243fffffff,842a925ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
lash lift,852ab25bfffffff,842ab25ffffffff,0,50,REAL,1,0,LOCAL
ice town,8529a017fffffff,8429a01ffffffff,0,50,REAL,1,0,LOCAL
laser hair removal,8544a187fffffff,8444a19ffffffff,0,50,REAL,1,0,LOCAL
chiropractor,8526c82bfffffff,8426c83ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
ipl photofacial,8529a18bfffffff,8429a19ffffffff,0,50,REAL,1,0,LOCAL
aaki,8544a903fffffff,8444a91ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
massage 8,852a1043fffffff,842a105ffffffff,0,50,REAL,1,0,LOCAL
womens haircut,85268cc3fffffff,84268cdffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
adventure landing,852b9b37fffffff,842b9b3ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
laser hair removal,852ab2d3fffffff,842ab2dffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
wax,8548eba3fffffff,8448ebbffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
upholstery cleaning,8544c13bfffffff,8444c13ffffffff,0,50,REAL,1,0,LOCAL
barnyard buddies,8529a56bfffffff,8429a57ffffffff,0,50,REAL,1,0,LOCAL
trampoline,852a931bfffffff,842a931ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
pedicure,85275933fffffff,8427593ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
axe throwing,8544a917fffffff,8444a91ffffffff,0,50,REAL,1,0,LOCAL
microblading,8544c123fffffff,8444c13ffffffff,0,50,REAL,1,0,LOCAL
wine tasting,8529a0affffffff,8429a0bffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
couples massage,8544f073fffffff,8444f07ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
kids activities,852aaab7fffffff,842aaabffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
chiropractor,85269623fffffff,8426963ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
brazilian blowout,852a3067fffffff,842a307ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
sushi spott,8528d0b7fffffff,8428d0bffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
deep tissue massage,85441a8bfffffff,84441a9ffffffff,0,50,REAL,1,0,LOCAL
jw marriott,85489c0bfffffff,84489c1ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
tattoo removal,85446ca3fffffff,84446cbffffffff,0,50,REAL,1,0,LOCAL
massage,8528d54bfffffff,8428d55ffffffff,0,50,REAL,1,0,LOCAL
arcade,8529a0b7fffffff,8429a0bffffffff,0,50,REAL,1,0,LOCAL
paint and sip,8528d543fffffff,8428d55ffffffff,0,50,REAL,1,0,LOCAL
couples massage,8544ccdbfffffff,8444ccdffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
tea spa,852aa843fffffff,842aa85ffffffff,0,50,REAL,1,0,LOCAL
emsculpt neo,852aa84ffffffff,842aa85ffffffff,0,50,REAL,1,0,LOCAL
gangnam spa,85446ca7fffffff,84446cbffffffff,0,50,REAL,1,0,LOCAL
great wolf lodge concord,8544daa3fffffff,8444dabffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
food,852ab253fffffff,842ab25ffffffff,0,50,REAL,1,0,LOCAL
pilates,8526c877fffffff,8426c87ffffffff,0,50,REAL,1,0,LOCAL
salt sanctuary,852aa8cffffffff,842aa8dffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
kids,85444657fffffff,8444465ffffffff,0,50,REAL,1,0,LOCAL
lip filler,8528d5cbfffffff,8428d5dffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
altitude,8526c863fffffff,8426c87ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
golf,85446cabfffffff,84446cbffffffff,0,50,REAL,1,0,LOCAL
state inspection,85446ddbfffffff,84446ddffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
facials,852a10b3fffffff,842a10bffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
haircut,8529a563fffffff,8429a57ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
kids,8544a107fffffff,8444a11ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
science museum,85446cabfffffff,84446cbffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
concert,8544e827fffffff,8444e83ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
salon mi,85298687fffffff,8429869ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
eyelash extensions,8544a1abfffffff,8444a1bffffffff,0,50,REAL,1,0,LOCAL
blowout,85489e27fffffff,84489e3ffffffff,0,50,REAL,1,0,LOCAL
gun,8526c80ffffffff,8426c81ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
bowling,85260e2ffffffff,84260e3ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
couples massage,85275923fffffff,8427593ffffffff,0,50,REAL,1,0,LOCAL
facial,852a300ffffffff,842a301ffffffff,0,50,REAL,1,0,LOCAL
boat ride,852832b3fffffff,842832bffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
lip filler,852681a7fffffff,842681bffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
haircut,85275937fffffff,8427593ffffffff,0,50,REAL,1,0,LOCAL
newborn photoshoot,8529a1c3fffffff,8429a1dffffffff,0,50,REAL,1,0,LOCAL
cocoon day spa,8528308bfffffff,8428309ffffffff,0,50,REAL,1,0,LOCAL
lash lift,8529a42bfffffff,8429a43ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
head spa,8544c1affffffff,8444c1bffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
full synthetic oil change,852a8457fffffff,842a845ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
deep tissue massage,852696abfffffff,842696bffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
scalp massage,852a10b3fffffff,842a10bffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
valvoline instant oil change,852aaab7fffffff,842aaabffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
paul mitchell,852661a7fffffff,842661bffffffff,0,50,REAL,1,0,LOCAL
prenatal massage,8529a00bfffffff,8429a01ffffffff,0,50,REAL,1,0,LOCAL
dysport,8529a0b3fffffff,8429a0bffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
pole dancing,8529a563fffffff,8429a57ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
mini golf,85283083fffffff,8428309ffffffff,0,50,REAL,1,0,LOCAL
parking spot,8526c867fffffff,8426c87ffffffff,0,50,REAL,1,0,LOCAL
xcellent skin care,852a1007fffffff,842a101ffffffff,0,50,REAL,1,0,LOCAL
climbing,85446dd3fffffff,84446ddffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
car wash,8529a18bfffffff,8429a19ffffffff,0,50,REAL,1,0,LOCAL
lymphatic massage,85446caffffffff,84446cbffffffff,0,50,REAL,1,0,LOCAL
brow tint,852a100ffffffff,842a101ffffffff,0,50,REAL,1,0,LOCAL
float spa,852ab2cbfffffff,842ab2dffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
pure indulgence,8529a54bfffffff,8429a55ffffffff,0,50,REAL,1,0,LOCAL
massage,85262cc3fffffff,84262cdffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
microneedling,85262cd3fffffff,84262cdffffffff,0,50,REAL,1,0,LOCAL
breakfast restaurants,85298687fffffff,8429869ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
mountasia,8544ccdbfffffff,8444ccdffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
moxie,852a1043fffffff,842a105ffffffff,0,50,REAL,1,0,LOCAL
cupping,8529a457fffffff,8429a45ffffffff,0,50,REAL,1,0,LOCAL
acquarium,8544c1abfffffff,8444c1bffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
utopia spa,852a10abfffffff,842a10bffffffff,0,50,REAL,1,0,LOCAL
cicciottis,8529a40ffffffff,8429a41ffffffff,0,50,REAL,1,0,LOCAL
grand wellness,852ab4a3fffffff,842ab4bffffffff,0,50,REAL,1,0,LOCAL
jump park,8544cccbfffffff,8444ccdffffffff,0,50,REAL,1,0,LOCAL
sky zone fenton,8526405bfffffff,8426405ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
head spa,8544a187fffffff,8444a19ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
chiropractor,852aa857fffffff,842aa85ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
foot massage,852a3067fffffff,842a307ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
trampoline park,852a939bfffffff,842a939ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
facial,85269607fffffff,8426961ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
east bay sports,852830d7fffffff,842830dffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
newport body works,8529a54ffffffff,8429a55ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
ipl,852a1343fffffff,842a135ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
xanadu,8526aa53fffffff,8426aa5ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
botox,852b9bd7fffffff,842b9bdffffffff,0,50,REAL,1,0,LOCAL
chiropractor,852ab253fffffff,842ab25ffffffff,0,50,REAL,1,0,LOCAL
lash extensions,852a101bfffffff,842a101ffffffff,0,50,REAL,1,0,LOCAL
concerts,8527526ffffffff,8427527ffffffff,0,50,REAL,1,0,LOCAL
emissions test,8526c863fffffff,8426c87ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
facial,852a1003fffffff,842a101ffffffff,0,50,REAL,1,0,LOCAL
facial,85283463fffffff,8428347ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
eyelash extensions,8544a90bfffffff,8444a91ffffffff,0,50,REAL,1,0,LOCAL
escape room,852a1433fffffff,842a143ffffffff,0,50,REAL,1,0,LOCAL
window tinting,85446ddbfffffff,84446ddffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
oil,8528f003fffffff,8428f01ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
wayyoung,852b9bc7fffffff,842b9bdffffffff,0,50,REAL,1,0,LOCAL
window tint,8529a1d7fffffff,8429a1dffffffff,0,50,REAL,1,0,LOCAL
bowling,8544a113fffffff,8444a11ffffffff,0,50,REAL,1,0,LOCAL
kids activities,85275267fffffff,8427527ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
fitness,852a100ffffffff,842a101ffffffff,0,50,REAL,1,0,LOCAL
spavia,852621b7fffffff,842621bffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
womens haircut,85446c87fffffff,84446c9ffffffff,0,50,REAL,1,0,LOCAL
foot massage,852a101bfffffff,842a101ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
ny axe,852a100ffffffff,842a101ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
stretch lab,85446cbbfffffff,84446cbffffffff,0,50,REAL,1,0,LOCAL
alignment,8526c863fffffff,8426c87ffffffff,0,50,REAL,1,0,LOCAL
oil change synthetic,8529a00ffffffff,8429a01ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
laser hair removal,852a101bfffffff,842a101ffffffff,0,50,REAL,1,0,LOCAL
dinner,852a100ffffffff,842a101ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
trampoline park,852a338bfffffff,842a339ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
scuba,852832bbfffffff,842832bffffffff,0,50,REAL,1,0,LOCAL
scalp massage,8527592ffffffff,8427593ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
acupuncture,852aaab7fffffff,842aaabffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
skyzone westlake,852ab313fffffff,842ab31ffffffff,0,50,REAL,1,0,LOCAL
spa,85298613fffffff,8429861ffffffff,0,50,REAL,1,0,LOCAL
lip filler,85489c03fffffff,84489c1ffffffff,0,50,REAL,1,0,LOCAL
escape game,8544c1affffffff,8444c1bffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
trampoline park,8528f01bfffffff,8428f01ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
lip filler,852aaab3fffffff,842aaabffffffff,0,50,REAL,1,0,LOCAL
laser tag,8528f017fffffff,8428f01ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
ceramic painting,8528d54ffffffff,8428d55ffffffff,0,50,REAL,1,0,LOCAL
trampoline park,85275927fffffff,8427593ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
deep tissue massage,8528f00bfffffff,8428f01ffffffff,0,50,REAL,1,0,LOCAL
steak house,852a100ffffffff,842a101ffffffff,0,50,REAL,1,0,LOCAL
beaches tanning,852696abfffffff,842696bffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
eyelashes,852a1057fffffff,842a105ffffffff,0,50,REAL,1,0,LOCAL
microneedling,85441a03fffffff,84441a1ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
salt lake family christmas show,85269633fffffff,8426963ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
cupping,8529a1c3fffffff,8429a1dffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
cheers pablo,8527527bfffffff,8427527ffffffff,0,50,REAL,1,0,LOCAL
car detail,85268cdbfffffff,84268cdffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
valvoline,8526c867fffffff,8426c87ffffffff,0,50,REAL,1,0,LOCAL
papa roach,85274daffffffff,84274dbffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
hair,852a1393fffffff,842a139ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
laser,852aaab3fffffff,842aaabffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
cryotherapy,8529a41bfffffff,8429a41ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
heavenly massage mount prospect,85275937fffffff,8427593ffffffff,0,50,REAL,1,0,LOCAL
jumping,8544cccbfffffff,8444ccdffffffff,0,50,REAL,1,0,LOCAL
