fourgram,tfidf
to 34 off on,0.0001960726730350896
to 35 off for,0.00037955524010375617
to 35 off on,0.0005289044587622837
to 36 off on,0.0001919301059531479
to 37 off for,0.00011328643352230693
to 37 off on,0.001392993531710373
to 38 off for,0.00010336107423546454
to 38 off on,0.00025823576374429914
to 39 off for,0.00014939508183747888
to 39 off on,0.00025572234705376724
to 40 off for,0.0005011287800842188
to 40 off on,0.0008081099549919586
to 41 off on,0.0003230011790072005
to 42 off for,0.0001332287788820066
to 42 off on,0.0008548969013593875
to 43 off on,0.0003515102961457609
to 44 off for,0.00013866074675835248
to 44 off on,0.00031351070142000815
to 45 off for,0.00023918723157692961
to 45 off on,0.000444800880214272
to 46 off for,0.0001757112347628542
to 46 off on,0.0010706435776767066
to 47 off on,0.0003484496310931077
to 48 off for,0.000213548576098775
to 48 off on,0.0003792263366113388
to 49 off for,0.00012263599324924084
to 49 off on,0.00038431904173736263
to 50 off at,0.00018371921396335308
to 50 off for,0.0011935487184115859
to 50 off including,0.0001197232957852517
to 50 off offering,0.00014354483227042354
to 50 off on,0.0013615015656300265
to 50 off with,0.0001444112979757805
to 51 off on,0.0007542804224938548
to 52 off for,0.00012099089872269275
to 52 off on,0.0003746311199346539
to 53 off on,0.00034900701783307494
to 54 off on,0.00037049736038760454
to 55 off for,0.00015997288831527234
to 55 off on,0.0021587474585649737
to 56 off for,0.0001008955437780745
to 56 off on,0.0004436862459720027
to 57 off on,0.000412591603408552
to 58 off on,0.00034385880651033806
to 59 off on,0.00031951214022555094
to 60 off for,0.00017717927495890197
to 60 off on,0.0009958138133749472
to 61 off on,0.00029678840744573013
to 62 off on,0.00024277310781284326
to 63 off on,0.0002298879109031437
to 64 off on,0.0005939847697914517
to 65 off on,0.00024311538019350544
to 66 off on,0.00020519893623100567
to 67 off on,0.00021924424737696562
to 68 off on,0.00017039060866142093
to 69 off on,0.0002622132915712806
to 70 off on,0.00024957201046223794
to 71 off on,0.00015018980662767788
to 72 off on,0.00012042754042755491
to 73 off on,0.00022389416518355884
to 74 off on,0.00010655170593435362
to 75 off on,0.00017157554375547975
to 76 off on,0.00010437735256580532
to 77 off on,0.00011393485980276013
to 78 off on,0.0002200130138375013
to 79 off on,0.00010712572811750313
to 80 off on,0.00012843740566305896
to 82 off on,0.00014911415562070938
to 86 off on,0.00010130264441574689
to 87 off on,0.0001048913563678468
to 90 off on,0.00017781477949082048
to 91 off on,0.00019385103913187288
to spend on food,0.00015873594391684824
tour for up to,0.00014859204346927588
toward food and drink,0.00028322835625111786
towards food and drink,0.00014301465439892907
training sessions up to,0.00010145730481151064
transform your body with,0.00014962279373366581
transform your hair with,0.0001803312452144872
transform your lashes with,0.00011048973077798246
transform your look at,0.00028858658210272265
transform your look with,0.0006206003811819912
transform your skin at,0.0002599400073431828
transform your skin with,0.0002971849518850341
treatment for up to,0.0001357984654422816
treatment offering up to,0.00012050359946087457
treatment transform your skin,0.00010753522202987556
treatment up to 37,0.00013204855190040082
treatment up to 40,0.00011805743631315
treatment up to 46,0.0001281369691314496
treatment up to 50,0.0001992294136276331
treatment up to 55,0.0003018360424292311
treatment up to 60,0.00014820023517564211
treatment with up to,0.0001951444838311222
treatments for up to,0.00018911074561443414
treatments offering up to,0.00037076030690842666
treatments on small area,0.0001053702369641975
treatments up to 50,0.0001579247256408941
treatments with options for,0.00014162513884664912
treatments with up to,0.0006502935292858638
two brazilian waxing sessions,0.00011168014854439959
two flights for one,0.00018864810197180906
two four or six,0.0002255933254691869
two or four at,0.00016483444534173142
two or four people,0.0001563893140721225
two or four with,0.00015376487327862362
two or three sessions,0.00010366033167350318
two people up to,0.000132297047431974
two sessions up to,0.00014306241117044178
two sessions with up,0.00010314175914803715
two weeks of unlimited,0.00010014655266311231
two with up to,0.0001732961676161368
ultrasonic body sculpting sessions,0.00016783683856353833
ultrasonic fat reduction at,0.00017069417744438185
units of botox 20,0.00011432601693225561
units of botox at,0.0002853576834460601
units of botox experience,0.00011587803599391205
units of botox for,0.00016155641351806358
units of botox up,0.00015291676554283698
units of dysport at,0.000144027142423524
unlimited laser hair removal,0.00010981371179458448
unlock radiant skin with,0.00014202571782740838
up to 10 off,0.00050014238832233
up to 10 people,0.00019271443949240286
up to 11 off,0.00013071238849528488
up to 15 off,0.0002449351269429777
up to 16 off,0.0001177152823335495
up to 19 off,0.0003259442389965226
up to 20 off,0.001162465166599855
up to 20 units,0.00013364244230884047
up to 21 off,0.0004338066368221153
up to 22 off,0.00025528113551544153
up to 23 off,0.00026774599464661486
up to 24 off,0.00038128127416883685
up to 25 off,0.0016179354138873574
up to 26 off,0.00041356207832043263
up to 27 off,0.0003799380163018116
up to 28 off,0.0011611981244452011
up to 29 off,0.0004672490273139433
up to 30 off,0.002569487233828594
up to 31 off,0.0006647924444798323
up to 32 off,0.0005960545217580192
up to 33 off,0.0011595497724425363
up to 34 off,0.000811538836333701
up to 35 off,0.0020517049974183798
up to 36 off,0.0007774839434612569
up to 37 off,0.0022884574988775784
up to 38 off,0.0009578479018032929
up to 39 off,0.0009528492358806582
up to 40 off,0.0030117403397055126
up to 41 off,0.0009331551745032388
up to 42 off,0.0017276552860872579
up to 43 off,0.0008994636668071057
up to 44 off,0.0010338947331671366
up to 45 off,0.0017037565012909383
up to 46 off,0.002069890245016956
up to 47 off,0.000936981127770935
up to 48 off,0.0013533556726324527
up to 49 off,0.0012623843920179338
up to 50 discount,0.00019223773036961098
up to 50 off,0.005940575737764846
up to 51 off,0.0015011174239575893
up to 52 off,0.0010836185698392573
up to 53 off,0.0009185965882163034
up to 54 off,0.0009695413558222092
up to 55 off,0.0037324537154624442
up to 56 off,0.0011712649600220263
up to 57 off,0.000945140784990851
up to 58 off,0.0007703543377292824
up to 59 off,0.0007775555291076411
up to 60 off,0.0021893504990939143
up to 61 off,0.0007227379174226853
up to 62 off,0.00066622568304494
up to 63 off,0.0006386700065960689
up to 64 off,0.0011990429388953193
up to 65 off,0.0006646518034871568
up to 66 off,0.0005850120441601778
up to 67 off,0.0005650950846753859
up to 68 off,0.000510552048708432
up to 69 off,0.0005386950295554005
up to 70 off,0.0006993563872704442
up to 71 off,0.000392853526828293
up to 72 off,0.00041115448644512707
up to 73 off,0.0005256422749488673
up to 74 off,0.00040227722759065887
up to 75 off,0.0005644003723802216
up to 76 off,0.00039658377913243234
up to 77 off,0.0003294895172776267
up to 78 off,0.0005226303305412913
up to 79 off,0.00034729391452616203
up to 80 off,0.0005223232724230765
up to 81 off,0.0003330594251552221
up to 82 off,0.00045416226163563957
up to 83 off,0.0003423504722470256
up to 84 off,0.00033911848801871367
up to 85 off,0.00035338261523102684
up to 86 off,0.0003632716509831313
up to 87 off,0.00032747519876921233
up to 88 off,0.0003118136525502612
up to 89 off,0.00034044130313584073
up to 90 off,0.0005511968801853093
up to 91 off,0.0004022801294054471
up to 92 off,0.00018794379072186403
up to 93 off,0.0001752658827532878
up to 94 off,0.00017533586927617973
up to 95 off,0.00010399797947727897
up to four people,0.0001070120160055556
up to six people,0.00011631500519562445
valid any day discover,0.0001230787218294478
valid any day experience,0.00011959034090820363
valid any day for,0.0002641038982607093
valvoline instant oil change,0.00030360812632867693
volume eyelash extensions at,0.00011026328526846034
volume eyelash extensions up,0.00018316764680738828
volume eyelash extensions with,0.00010824584509081482
vouchers each good for,0.0001320943766989299
wax experience smooth skin,0.00010108285745165618
wax up to 37,0.00010713660394634783
waxing options up to,0.0001285242480898868
waxing options with up,0.00011337671819826379
waxing services with up,0.00010786798072372985
waxing session up to,0.0001901568245325832
waxing sessions up to,0.00014295495705090225
wellness center up to,0.00012098591626583601
window tinting for two,0.00012151750986204814
with 20 or 40,0.0001954926190644846
with 20 units of,0.00012822521893213567
with 60 or 90minute,0.00013548057936794722
with add on treatment,0.00019277116870446191
with aromatherapy and hot,0.00011316443101435034
with choice of one,0.00018987561580776483
with consultation up to,0.00010733880180299701
with crystals from swarovski,0.00010506623221117726
with deep conditioning treatment,0.000100117688937989
with essential oil and,0.00012087917178314742
with full set of,0.00011629879979294412
with hot stone and,0.00020565275503091807
with hot stone treatment,0.00019687032101864104
with hot stones and,0.00016915169770658506
with hot stones up,0.0001002402967194931
with laser hair removal,0.0001158574774105192
with led light therapy,0.0002108596289807106
with one or three,0.0003739575681296745
with one or two,0.0005602960877737989
with one two or,0.00011715892081792251
with options for one,0.0005769080017742204
with options for or,0.00014669845276863453
with options for up,0.00017928455273140517
with options up to,0.00039450286242927407
with photo package up,0.00013671314535100703
with red light therapy,0.0001192513583461814
with savings up to,0.0002960340071822216
with trim and style,0.00010438871871960162
with up to 10,0.00013384380815012993
with up to 20,0.0003467810640249038
with up to 21,0.00011522680713184644
with up to 25,0.0005452497876053889
with up to 26,0.00011608540572847973
with up to 27,0.00011273453432705543
with up to 28,0.00017884468368685908
with up to 29,0.00011574233174654058
with up to 30,0.0007366786385017846
with up to 31,0.00015632833866143018
with up to 32,0.00017149907390767496
with up to 33,0.00021212825083378667
with up to 34,0.00020249848554258575
with up to 35,0.0006788682861154446
with up to 36,0.00018451569568725892
with up to 37,0.00022977834735996694
with up to 38,0.00023393491987207767
with up to 39,0.0003004342330903402
with up to 40,0.0009809050556777664
with up to 41,0.00025065708697343604
with up to 42,0.0003068642828209425
with up to 43,0.0001725859294840681
with up to 44,0.0002716577483596558
with up to 45,0.0004908903287204574
with up to 46,0.00031687444734739977
with up to 47,0.00016940281866310224
with up to 48,0.00039722627234057233
with up to 49,0.00028783061086798417
with up to 50,0.002267592380817903
with up to 51,0.00020503264415175034
with up to 52,0.00022596194397194998
with up to 53,0.00015227255944614274
with up to 54,0.00020022338902027235
with up to 55,0.00039721097640849724
with up to 56,0.0001855574331053972
with up to 57,0.0001427736747396985
with up to 58,0.0001238658249592329
with up to 59,0.00011424289405398198
with up to 60,0.0003659062331751613
with up to 61,0.00011786205196243196
with up to 62,0.00015156534712667326
with up to 63,0.00011124119148103245
with up to 64,0.00015475527339352022
with up to 65,0.0001456939476385255
with up to 66,0.00012804235891511527
with up to 70,0.0001423687453222934
with up to 75,0.00011841428288479889
with up to 76,0.00010248146898866324
with up to 80,0.00014554292220343362
with up to 89,0.00010972763555389327
with up to 90,0.00011730120927967448
womens haircut deepconditioning treatment,0.00015259086199309854
worth of casual dining,0.0010834648032142717
worth of italian cuisine,0.00013734070638190063
worth of mexican cuisine,0.00013544531134705324
worth of pizza subs,0.00016197587464276486
your look with one,0.00011989871254052353
your skin with one,0.0001617909817380053
